ID,is_correct
597,True
598,True
599,False
600,False
601,False
602,True
603,True
604,False
605,False
606,True
607,True
608,True
609,False
610,False
611,True
612,True
613,False
614,False
615,False
616,False
617,False
618,True
619,False
620,False
621,True
622,True
623,False
624,False
625,True
626,False
627,True
628,True
629,False
630,False
631,True
632,False
633,True
634,True
635,True
636,True
637,False
638,True
639,False
640,False
641,False
642,False
643,True
644,False
645,False
646,False
647,True
648,False
649,False
650,True
651,True
652,False
653,False
654,False
655,True
656,False
657,False
658,False
659,True
660,False
661,True
662,True
663,False
664,True
665,True
666,False
667,False
668,False
669,True
670,True
671,True
672,True
673,True
674,True
675,True
676,False
677,True
678,False
679,False
680,False
681,True
682,False
683,True
684,False
685,True
686,True
687,True
688,True
689,True
690,True
691,False
692,True
693,True
694,True
695,True
696,True
697,False
698,False
699,True
700,True
701,False
702,True
703,True
704,False
705,False
706,True
707,True
708,False
709,True
710,True
711,True
712,False
713,True
714,False
715,False
716,True
717,True
718,False
719,False
720,True
721,False
722,True
723,False
724,True
725,False
726,False
727,True
728,False
729,True
730,True
731,True
732,True
733,True
734,True
735,False
736,True
737,True
738,False
739,False
740,True
741,True
742,True
743,False
744,True
745,False
746,False
747,False
748,True
749,True
750,False
751,False
752,True
753,True
754,True
755,True
756,True
757,True
758,True
759,True
760,False
761,False
762,False
763,False
764,True
765,False
766,True
767,False
768,True
769,False
770,False
771,False
772,True
773,True
774,False
775,False
776,True
777,False
778,False
779,True
780,False
781,True
782,True
783,False
784,True
785,False
786,True
787,False
788,True
789,False
790,True
791,True
792,True
793,False
794,True
795,False
796,True
797,False
798,True
799,False
800,True
801,False
802,True
803,True
804,False
805,True
806,False
807,False
808,True
809,False
810,True
811,False
812,True
813,True
814,True
815,False
816,True
817,True
818,True
819,True
820,True
821,False
822,False
823,True
824,True
825,True
826,False
827,False
828,False
829,True
830,False
831,True
832,False
833,False
834,True
835,False
836,False
837,False
838,False
839,False
840,True
841,False
842,False
843,True
844,False
845,True
846,False
847,False
848,False
849,False
850,False
851,False
852,True
853,False
854,False
855,False
856,False
857,False
858,True
859,True
860,True
861,False
862,True
863,False
864,True
865,False
866,False
867,True
868,True
869,False
870,True
871,True
872,True
873,False
874,True
875,False
876,True
877,False
878,True
879,False
880,False
881,False
882,True
883,True
884,True
885,False
886,True
887,True
888,True
889,True
890,True
891,False
892,True
893,False
894,True
895,False
896,True
897,True
898,False
899,False
900,True
901,False
902,False
903,False
904,False
905,False
906,False
907,False
908,True
909,False
910,False
911,True
912,False
913,True
914,False
915,False
916,False
917,False
918,True
919,True
920,True
921,True
922,True
923,False
924,True
925,False
926,False
927,False
928,False
929,False
930,True
931,False
932,False
933,True
934,False
935,True
936,True
937,True
938,False
939,True
940,True
941,False
942,True
943,False
944,False
945,False
946,True
947,False
948,True
949,True
950,False
951,True
952,True
953,False
954,True
955,True
956,False
957,False
958,False
959,True
960,False
961,True
962,False
963,False
964,True
965,True
966,True
967,True
968,True
969,False
970,True
971,True
972,False
973,False
974,False
975,True
976,False
977,True
978,True
979,True
980,True
981,True
982,False
983,True
984,False
985,False
986,False
987,False
988,False
989,True
990,True
991,False
992,True
993,False
994,True
995,False
996,True
997,False
998,True
999,False
1000,True
1001,True
1002,True
1003,True
1004,False
1005,False
1006,True
1007,True
1008,False
1009,False
1010,True
1011,False
1012,True
1013,True
1014,False
1015,False
1016,True
1017,False
1018,True
1019,True
1020,False
1021,False
1022,True
1023,False
1024,False
1025,False
1026,True
1027,True
1028,True
1029,True
1030,True
1031,True
1032,False
1033,True
1034,True
1035,False
1036,True
1037,False
1038,False
1039,False
1040,False
1041,True
1042,True
1043,False
1044,False
1045,False
1046,False
1047,True
1048,False
1049,False
1050,False
1051,False
1052,False
1053,False
1054,True
1055,False
1056,False
1057,True
1058,True
1059,False
1060,False
1061,True
1062,False
1063,False
1064,False
1065,False
1066,True
1067,False
1068,False
1069,False
1070,True
1071,False
1072,True
1073,False
1074,False
1075,False
1076,False
1077,True
1078,False
1079,False
1080,True
1081,True
1082,False
1083,False
1084,False
1085,False
1086,False
1087,True
1088,False
1089,True
1090,True
1091,True
1092,True
1093,False
1094,True
1095,True
1096,False
1097,False
1098,True
1099,False
1100,True
1101,True
1102,False
1103,False
1104,False
1105,True
1106,False
1107,False
1108,False
1109,True
1110,False
1111,True
1112,True
1113,False
1114,False
1115,True
1116,True
1117,False
1118,False
1119,True
1120,False
1121,True
1122,True
1123,False
1124,True
1125,True
1126,False
1127,True
1128,False
1129,False
1130,True
1131,True
1132,False
1133,False
1134,True
1135,True
1136,False
1137,False
1138,True
1139,True
1140,True
1141,True
1142,True
1143,True
1144,False
1145,True
1146,False
1147,False
1148,False
1149,False
1150,True
1151,True
1152,False
1153,False
1154,False
1155,False
1156,False
1157,False
1158,True
1159,False
1160,True
1161,True
1162,False
1163,False
1164,True
1165,True
1166,True
1167,True
1168,False
1169,True
1170,False
1171,True
1172,False
1173,False
1174,True
1175,True
1176,False
1177,False
1178,True
1179,False
1180,False
1181,True
1182,True
1183,False
1184,False
1185,True
1186,False
1187,False
1188,True
1189,True
1190,False
1191,False
1192,False
1193,True
1194,False
1195,True
1196,False
1197,True
1198,False
1199,False
1200,False
1201,False
1202,False
1203,True
1204,True
1205,True
1206,False
1207,False
1208,False
1209,False
1210,True
1211,False
1212,False
1213,False
1214,True
1215,False
1216,True
1217,True
1218,True
1219,True
1220,True
1221,False
1222,False
1223,True
1224,True
1225,False
1226,False
1227,True
1228,False
1229,False
1230,True
1231,False
1232,False
1233,False
1234,True
1235,True
1236,False
1237,True
1238,True
1239,True
1240,False
1241,True
1242,True
1243,True
1244,False
1245,False
1246,False
1247,False
1248,False
1249,True
1250,True
1251,False
1252,True
1253,False
1254,False
1255,False
1256,True
1257,True
1258,False
1259,False
1260,False
1261,False
1262,True
1263,True
1264,False
1265,False
1266,False
1267,True
1268,False
1269,False
1270,False
1271,True
1272,False
1273,False
1274,True
1275,False
1276,False
1277,False
1278,True
1279,False
1280,True
1281,False
1282,True
1283,False
1284,False
1285,True
1286,False
1287,True
1288,True
1289,True
1290,True
1291,False
1292,False
1293,True
1294,False
1295,True
1296,True
1297,True
1298,True
1299,True
1300,False
1301,False
1302,False
1303,True
1304,False
1305,False
1306,False
1307,True
1308,False
1309,True
1310,True
1311,True
1312,False
1313,False
1314,True
1315,True
1316,False
1317,True
1318,False
1319,True
1320,True
1321,False
1322,True
1323,True
1324,False
1325,True
1326,True
1327,False
1328,False
1329,False
1330,False
1331,False
1332,True
1333,True
1334,True
1335,True
1336,False
1337,False
1338,True
1339,True
1340,False
1341,False
1342,False
1343,False
1344,True
1345,True
1346,False
1347,False
1348,False
1349,False
1350,True
1351,False
1352,False
1353,False
1354,False
1355,False
1356,False
1357,True
1358,True
1359,False
1360,False
1361,False
1362,True
1363,True
1364,False
1365,False
1366,False
1367,True
1368,False
1369,True
1370,False
1371,False
1372,False
1373,True
1374,False
1375,False
1376,True
1377,True
1378,False
1379,True
1380,False
1381,True
1382,True
1383,True
1384,False
1385,False
1386,True
1387,False
1388,True
1389,False
1390,False
1391,True
1392,True
1393,False
1394,True
1395,True
1396,False
1397,True
1398,True
1399,True
1400,True
1401,False
1402,True
1403,False
1404,True
1405,False
1406,False
1407,False
1408,True
1409,True
1410,True
1411,False
1412,False
1413,True
1414,False
1415,False
1416,False
1417,True
1418,False
1419,True
1420,True
1421,False
1422,False
1423,False
1424,True
1425,False
1426,True
1427,False
1428,False
1429,True
1430,False
1431,False
1432,False
1433,False
1434,True
1435,False
1436,False
1437,True
1438,False
1439,False
1440,False
1441,True
1442,True
1443,False
1444,True
1445,False
1446,False
1447,True
1448,True
1449,True
1450,True
1451,False
1452,False
1453,True
1454,False
1455,False
1456,True
1457,True
1458,True
1459,True
1460,True
1461,True
1462,False
1463,True
1464,True
1465,False
1466,False
1467,False
1468,False
1469,True
1470,True
1471,False
1472,True
1473,True
1474,False
1475,True
1476,True
1477,False
1478,False
1479,False
1480,True
1481,True
1482,True
1483,False
1484,False
1485,True
1486,False
1487,True
1488,True
1489,True
1490,False
1491,False
1492,False
1493,False
1494,False
1495,True
1496,True
1497,True
1498,True
1499,False
1500,False
1501,False
1502,True
1503,False
1504,True
1505,False
1506,False
1507,True
1508,False
1509,True
1510,True
1511,False
1512,False
1513,False
1514,False
1515,False
1516,True
1517,True
1518,False
1519,True
1520,False
1521,True
1522,True
1523,True
1524,True
1525,True
1526,True
1527,False
1528,True
1529,True
1530,True
1531,False
1532,False
1533,False
1534,False
1535,False
1536,True
1537,True
1538,False
1539,False
1540,False
1541,True
1542,False
1543,True
1544,False
1545,False
1546,True
1547,False
1548,True
1549,True
1550,False
1551,False
1552,False
1553,False
1554,False
1555,False
1556,True
1557,True
1558,True
1559,True
1560,False
1561,False
1562,True
1563,True
1564,False
1565,False
1566,False
1567,True
1568,True
1569,False
1570,False
1571,False
1572,False
1573,True
1574,False
1575,True
1576,False
1577,True
1578,False
1579,True
1580,False
1581,False
1582,True
1583,False
1584,True
1585,True
1586,False
1587,False
1588,False
1589,False
1590,False
1591,False
1592,False
1593,True
1594,False
1595,True
1596,False
1597,True
1598,False
1599,False
1600,False
1601,True
1602,True
1603,True
1604,False
1605,True
1606,True
1607,True
1608,True
1609,False
1610,False
1611,True
1612,False
1613,False
1614,True
1615,False
1616,False
1617,True
1618,True
1619,True
1620,True
1621,True
1622,True
1623,True
1624,True
1625,True
1626,False
1627,False
1628,True
1629,False
1630,True
1631,False
1632,True
1633,False
1634,True
1635,True
1636,False
1637,False
1638,True
1639,False
1640,True
1641,False
1642,False
1643,True
1644,True
1645,False
1646,False
1647,False
1648,False
1649,True
1650,True
1651,True
1652,False
1653,True
1654,True
1655,False
1656,True
1657,False
1658,False
1659,True
1660,True
1661,True
1662,True
1663,True
1664,False
1665,True
1666,True
1667,False
1668,True
1669,True
1670,False
1671,True
1672,False
1673,False
1674,True
1675,False
1676,True
1677,False
1678,True
1679,False
1680,False
1681,True
1682,True
1683,True
1684,True
1685,False
1686,True
1687,False
1688,False
1689,False
1690,True
1691,False
1692,True
1693,True
1694,False
1695,False
1696,False
1697,True
1698,False
1699,True
1700,False
1701,True
1702,True
1703,False
1704,False
1705,True
1706,False
1707,False
1708,False
1709,False
1710,False
1711,False
1712,False
1713,False
1714,True
1715,False
1716,False
1717,False
1718,False
1719,False
1720,False
1721,True
1722,True
1723,False
1724,False
1725,True
1726,True
1727,True
1728,False
1729,True
1730,True
1731,True
1732,False
1733,True
1734,False
1735,True
1736,True
1737,False
1738,True
1739,True
1740,False
1741,True
1742,True
1743,True
1744,False
1745,False
1746,True
1747,False
1748,True
1749,True
1750,True
1751,True
1752,False
1753,True
1754,True
1755,False
1756,False
1757,False
1758,False
1759,False
1760,False
1761,True
1762,False
1763,True
1764,True
1765,False
1766,False
1767,False
1768,False
1769,False
1770,False
1771,True
1772,True
1773,True
1774,False
1775,False
1776,False
1777,False
1778,True
1779,True
1780,False
1781,True
1782,False
1783,True
1784,False
1785,True
1786,False
1787,False
1788,False
1789,False
1790,True
1791,False
1792,False
1793,True
1794,True
1795,True
1796,True
1797,True
1798,False
1799,False
1800,False
1801,False
1802,True
1803,True
1804,False
1805,True
1806,True
1807,True
1808,True
1809,False
1810,True
1811,True
1812,False
1813,False
1814,True
1815,False
1816,True
1817,False
1818,True
1819,False
1820,True
1821,True
1822,True
1823,False
1824,True
1825,False
1826,True
1827,False
1828,False
1829,False
1830,False
1831,False
1832,True
1833,False
1834,True
1835,False
1836,True
1837,True
1838,True
1839,True
1840,False
1841,True
1842,False
1843,False
1844,False
1845,False
1846,False
1847,True
1848,False
1849,True
1850,True
1851,True
1852,True
1853,True
1854,False
1855,True
1856,False
1857,True
1858,False
1859,True
1860,True
1861,False
1862,True
1863,True
1864,True
1865,True
1866,True
1867,False
1868,False
1869,False
1870,True
1871,False
1872,True
1873,False
1874,False
1875,True
1876,False
1877,True
1878,False
1879,False
1880,True
1881,True
1882,False
1883,True
1884,False
1885,True
1886,False
1887,False
1888,False
1889,True
1890,True
1891,True
1892,False
1893,False
1894,False
1895,False
1896,False
1897,True
1898,False
1899,True
1900,False
1901,True
1902,True
1903,False
1904,False
1905,False
1906,False
1907,True
1908,True
1909,True
1910,False
1911,True
1912,False
1913,True
1914,True
1915,True
1916,True
1917,True
1918,False
1919,False
1920,True
1921,False
1922,False
1923,True
1924,False
1925,False
1926,True
1927,True
1928,True
1929,True
1930,False
1931,True
1932,False
1933,False
1934,True
1935,True
1936,False
1937,True
1938,False
1939,False
1940,True
1941,True
1942,True
1943,True
1944,True
1945,False
1946,False
1947,False
1948,True
1949,False
1950,True
1951,True
1952,False
1953,True
1954,True
1955,False
1956,False
1957,True
1958,True
1959,False
1960,False
1961,False
1962,False
1963,True
1964,False
1965,True
1966,False
1967,False
1968,False
1969,True
1970,False
1971,False
1972,True
1973,False
1974,True
1975,False
1976,True
1977,False
1978,True
1979,True
1980,False
1981,True
1982,True
1983,False
1984,True
1985,True
1986,False
1987,False
1988,False
1989,False
1990,False
1991,False
1992,False
1993,False
1994,True
1995,False
1996,False
1997,False
1998,True
1999,False
2000,False
2001,False
2002,False
2003,False
2004,False
2005,False
2006,True
2007,False
2008,False
2009,False
2010,False
2011,False
2012,True
2013,True
2014,False
2015,False
2016,False
2017,True
2018,True
2019,False
2020,True
2021,False
2022,False
2023,True
2024,False
2025,True
2026,False
2027,False
2028,False
2029,False
2030,True
2031,True
2032,False
2033,True
2034,True
2035,True
2036,False
2037,True
2038,False
2039,True
2040,False
2041,True
2042,True
2043,False
2044,False
2045,True
2046,True
2047,False
2048,False
2049,False
2050,True
2051,True
2052,True
2053,True
2054,True
2055,False
2056,False
2057,False
2058,False
2059,True
2060,True
2061,True
2062,False
2063,True
2064,False
2065,True
2066,True
2067,True
2068,True
2069,False
2070,False
2071,True
2072,True
2073,False
2074,False
2075,True
2076,True
2077,True
2078,False
2079,True
2080,False
2081,True
2082,False
2083,False
2084,False
2085,False
2086,False
2087,False
2088,False
2089,False
2090,True
2091,False
2092,False
2093,False
2094,False
2095,True
2096,True
2097,True
2098,True
2099,False
2100,True
2101,True
2102,True
2103,False
2104,True
2105,False
2106,True
2107,True
2108,True
2109,False
2110,True
2111,True
2112,True
2113,False
2114,False
2115,True
2116,False
2117,False
2118,True
2119,True
2120,False
2121,False
2122,True
2123,True
2124,False
2125,True
2126,False
2127,True
2128,False
2129,True
2130,True
2131,False
2132,False
2133,True
2134,True
2135,False
2136,False
2137,False
2138,True
2139,False
2140,True
2141,True
2142,True
2143,True
2144,True
2145,True
2146,False
2147,False
2148,False
2149,True
2150,False
2151,True
2152,True
2153,True
2154,False
2155,True
2156,False
2157,False
2158,False
2159,True
2160,True
2161,False
2162,False
2163,False
2164,True
2165,True
2166,False
2167,True
2168,True
2169,True
2170,True
2171,False
2172,True
2173,False
2174,False
2175,False
2176,True
2177,True
2178,True
2179,False
2180,False
2181,True
2182,True
2183,False
2184,False
2185,True
2186,True
2187,True
2188,False
2189,False
2190,True
2191,True
2192,True
2193,True
2194,False
2195,False
2196,False
2197,True
2198,True
2199,False
2200,True
2201,True
2202,False
2203,False
2204,False
2205,False
2206,True
2207,False
2208,True
2209,True
2210,True
2211,False
2212,False
2213,True
2214,False
2215,True
2216,False
2217,False
2218,True
2219,True
2220,False
2221,False
2222,True
2223,True
2224,True
2225,False
2226,True
2227,False
2228,True
2229,True
2230,True
2231,False
2232,True
2233,False
2234,False
2235,False
2236,False
2237,False
2238,False
2239,False
2240,False
2241,False
2242,False
2243,False
2244,True
2245,False
2246,False
2247,False
2248,True
2249,True
2250,True
2251,True
2252,False
2253,True
2254,False
2255,True
2256,True
2257,True
2258,False
2259,True
2260,True
2261,False
2262,False
2263,True
2264,True
2265,True
2266,True
2267,True
2268,False
2269,False
2270,True
2271,True
2272,False
2273,False
2274,True
2275,True
2276,False
2277,False
2278,True
2279,False
2280,False
2281,True
2282,False
2283,True
2284,False
2285,True
2286,False
2287,False
2288,False
2289,False
2290,True
2291,False
2292,True
2293,True
2294,True
2295,False
2296,True
2297,False
2298,False
2299,False
2300,False
2301,True
2302,False
2303,False
2304,True
2305,True
2306,False
2307,True
2308,True
2309,True
2310,True
2311,False
2312,False
2313,True
2314,False
2315,False
2316,False
2317,True
2318,False
2319,True
2320,False
2321,True
2322,False
2323,True
2324,True
2325,False
2326,True
2327,False
2328,True
2329,True
2330,False
2331,False
2332,True
2333,False
2334,True
2335,True
2336,True
2337,False
2338,True
2339,False
2340,False
2341,False
2342,False
2343,False
2344,False
2345,True
2346,False
2347,True
2348,True
2349,False
2350,True
2351,False
2352,True
2353,True
2354,True
2355,False
2356,True
2357,False
2358,False
2359,False
2360,False
2361,True
2362,False
2363,False
2364,True
2365,True
2366,False
2367,True
2368,True
2369,False
2370,True
2371,True
2372,True
2373,False
2374,True
2375,False
2376,True
2377,True
2378,False
2379,True
2380,True
2381,True
2382,False
2383,False
2384,True
2385,True
2386,True
2387,True
2388,False
2389,False
2390,False
2391,False
2392,False
2393,False
2394,False
2395,False
2396,True
2397,True
2398,True
2399,True
2400,True
2401,False
2402,True
2403,False
2404,True
2405,False
2406,False
2407,True
2408,True
2409,True
2410,False
2411,False
2412,True
2413,False
2414,False
2415,False
2416,True
2417,False
2418,False
2419,False
2420,False
2421,False
2422,True
2423,True
2424,False
2425,False
2426,True
2427,True
2428,False
2429,True
2430,False
2431,True
2432,False
2433,False
2434,False
2435,False
2436,False
2437,True
2438,True
2439,False
2440,True
2441,True
2442,False
2443,True
2444,True
2445,True
2446,False
2447,False
2448,False
2449,True
2450,False
2451,True
2452,False
2453,True
2454,False
2455,True
2456,False
2457,True
2458,False
2459,False
2460,True
2461,True
2462,True
2463,True
2464,False
2465,False
2466,False
2467,False
2468,True
2469,True
2470,True
2471,True
2472,False
2473,False
2474,False
2475,True
2476,True
2477,True
2478,True
2479,True
2480,False
2481,True
2482,True
2483,False
2484,True
2485,True
2486,False
2487,True
2488,True
2489,True
2490,False
2491,False
2492,False
2493,False
2494,True
2495,True
2496,False
2497,True
2498,True
2499,False
2500,False
2501,False
2502,True
2503,False
2504,True
2505,True
2506,True
2507,True
2508,True
2509,True
2510,True
2511,True
2512,False
2513,False
2514,False
2515,True
2516,True
2517,True
2518,False
2519,False
2520,True
2521,False
2522,True
2523,True
2524,True
2525,True
2526,False
2527,True
2528,True
2529,True
2530,False
2531,False
2532,True
2533,True
2534,False
2535,True
2536,False
2537,False
2538,True
2539,False
2540,False
2541,True
2542,False
2543,True
2544,False
2545,True
2546,True
2547,True
2548,True
2549,True
2550,True
2551,True
2552,False
2553,False
2554,True
2555,False
2556,False
2557,True
2558,True
2559,False
2560,True
2561,False
2562,False
2563,False
2564,False
2565,False
2566,True
2567,True
2568,True
2569,True
2570,True
2571,True
2572,True
2573,False
2574,False
2575,True
2576,False
2577,True
2578,True
2579,True
2580,False
2581,True
2582,False
2583,True
2584,False
2585,True
2586,False
2587,True
2588,True
2589,True
2590,False
2591,True
2592,False
2593,False
2594,False
2595,False
2596,True
2597,False
2598,False
2599,True
2600,False
2601,False
2602,False
2603,False
2604,True
2605,False
2606,False
2607,True
2608,False
2609,True
2610,True
2611,True
2612,False
2613,True
2614,True
2615,False
2616,True
2617,False
2618,False
2619,True
2620,True
2621,True
2622,False
2623,False
2624,False
2625,True
2626,False
2627,False
2628,False
2629,False
2630,True
2631,True
2632,False
2633,False
2634,False
2635,False
2636,True
2637,True
2638,True
2639,False
2640,True
2641,False
2642,False
2643,False
2644,False
2645,True
2646,True
2647,False
2648,True
2649,True
2650,True
2651,True
2652,True
2653,True
2654,False
2655,True
2656,False
2657,False
2658,False
2659,True
2660,False
2661,True
2662,True
2663,True
2664,True
2665,False
2666,True
2667,True
2668,True
2669,True
2670,True
2671,False
2672,False
2673,False
2674,False
2675,True
2676,False
2677,True
2678,False
2679,True
2680,True
2681,True
2682,True
2683,False
2684,False
2685,False
2686,True
2687,False
2688,True
2689,True
2690,False
2691,False
2692,True
2693,False
2694,False
2695,False
2696,True
2697,True
2698,True
2699,False
2700,True
2701,True
2702,True
2703,True
2704,True
2705,True
2706,False
2707,False
2708,True
2709,True
2710,True
2711,True
2712,True
2713,False
2714,False
2715,False
2716,False
2717,False
2718,True
2719,False
2720,False
2721,True
2722,False
2723,False
2724,False
2725,False
2726,True
2727,True
2728,False
2729,False
2730,True
2731,True
2732,False
2733,True
2734,False
2735,True
2736,False
2737,True
2738,True
2739,True
2740,False
2741,True
2742,True
2743,False
2744,False
2745,True
2746,False
2747,True
2748,False
2749,False
2750,False
2751,False
2752,True
2753,False
2754,True
2755,True
2756,True
2757,True
2758,False
2759,True
2760,True
2761,True
2762,False
2763,False
2764,True
2765,False
2766,False
2767,False
2768,True
2769,True
2770,False
2771,False
2772,False
2773,True
2774,False
2775,True
2776,False
2777,False
2778,False
2779,False
2780,False
2781,False
2782,False
2783,False
2784,False
2785,True
2786,False
2787,True
2788,True
2789,False
2790,True
2791,True
2792,False
2793,True
2794,False
2795,False
2796,False
2797,False
2798,False
2799,False
2800,True
2801,False
2802,True
2803,False
2804,True
2805,True
2806,False
2807,False
2808,True
2809,False
2810,True
2811,False
2812,False
2813,False
2814,True
2815,False
2816,False
2817,False
2818,True
2819,False
2820,True
2821,True
2822,False
2823,True
2824,False
2825,True
2826,False
2827,True
2828,True
2829,False
2830,True
2831,False
2832,True
2833,True
2834,True
2835,False
2836,False
2837,False
2838,False
2839,True
2840,True
2841,True
2842,True
2843,False
2844,False
2845,True
2846,True
2847,False
2848,True
2849,True
2850,False
2851,True
2852,True
2853,False
2854,False
2855,False
2856,False
2857,True
2858,False
2859,True
2860,False
2861,True
2862,True
2863,False
2864,False
2865,False
2866,True
2867,True
2868,True
2869,True
2870,True
2871,True
2872,True
2873,False
2874,False
2875,False
2876,True
2877,False
2878,True
2879,False
2880,False
2881,False
2882,False
2883,False
2884,True
2885,True
2886,False
2887,True
2888,True
2889,True
2890,False
2891,False
2892,False
2893,False
2894,False
2895,False
2896,True
2897,True
2898,True
2899,False
2900,False
2901,False
2902,True
2903,True
2904,False
2905,False
2906,False
2907,True
2908,True
2909,False
2910,False
2911,True
2912,True
2913,True
2914,False
2915,False
2916,True
2917,True
2918,True
2919,True
2920,True
2921,True
2922,False
2923,False
2924,False
2925,False
2926,False
2927,False
2928,False
2929,False
2930,False
2931,False
2932,False
2933,False
2934,False
2935,True
2936,True
2937,True
2938,True
2939,False
2940,True
2941,True
2942,False
2943,False
2944,False
2945,False
2946,False
2947,True
2948,True
2949,True
2950,True
2951,True
2952,False
2953,True
2954,False
2955,True
2956,True
2957,False
2958,True
2959,True
2960,False
2961,False
2962,False
2963,False
2964,False
2965,False
2966,False
2967,False
2968,False
2969,True
2970,True
2971,False
2972,False
2973,True
2974,True
2975,False
2976,False
2977,False
2978,True
2979,False
2980,False
2981,True
2982,True
2983,True
2984,False
2985,True
2986,True
2987,True
2988,True
2989,True
2990,False
2991,True
2992,True
2993,False
2994,False
2995,True
